Date,SP_500,Optimized Portfolio
2021-04-01,1.0,1.0
2021-05-01,1.052425,1.0713199998554863
2021-06-01,1.058199655975,1.0901538050404385
2021-07-01,1.0817065031328286,1.0963056329732261
2021-08-01,1.1063131626660943,1.0807161669666727
2021-09-01,1.1383851812517845,1.122874904811854
2021-10-01,1.0842333365648182,1.0836034432197201
2021-11-01,1.1592015663882562,1.1545469605996677
2021-12-01,1.1495407805339766,1.120476281029355
2022-01-01,1.1996757025954048,1.1531045504144557
2022-02-01,1.1365907557744255,1.048771650591129
2022-03-01,1.1009461330825838,1.024859657041018
2022-04-01,1.1403302791013472,1.047365575432017
2022-05-01,1.04003024874243,0.9093164937784598
2022-06-01,1.0400853703456134,0.9152816102160298
2022-07-01,0.9528014060662096,0.7931189738768275
2022-08-01,1.0396168589813384,0.8136210994414412
2022-09-01,0.9954955194861703,0.7919193852138315
2022-10-01,0.9025202199482399,0.7263959752652387
2022-11-01,0.9745981922739663,0.7968563847405479
2022-12-01,1.0269857689032686,0.8224673491043866
2023-01-01,0.966423391125274,0.7778238208236685
2023-02-01,1.0261029347974329,0.796140817390385
2023-03-01,0.9993093349640023,0.7876300722038282
2023-04-01,1.0343371257731606,0.8100223949398427
2023-05-01,1.0494818899687313,0.8007071373135801
2023-06-01,1.0520867040196338,0.8161207498137459
2023-07-01,1.1201861721974165,0.8734287487502923
2023-08-01,1.1550676494134717,0.9088812216433956
2023-09-01,1.1346044709364627,0.8836143237086401
2023-10-01,1.0793276757169092,0.8184952025901834
2023-11-01,1.0556040534046516,0.7792754951089298
2023-12-01,1.1497417672832249,0.8830671983344277
2024-01-01,1.2005936959083947,0.9030863317520724
2024-02-01,1.2196783332985544,0.9349127103516166
2024-03-01,1.2827613163750888,1.0004594406413143
2024-04-01,1.3225512896477276,1.0350553278990657
2024-05-01,1.2675133177290374,0.983840790902561
2024-06-01,1.3283805747597037,1.0368357028981552
2024-07-01,1.3744355292866226,1.0765050372493896
2024-08-01,1.3899955139136764,1.0410234309615478
2024-09-01,1.4217360614738952,1.0918670153260308
2024-10-01,1.4504508647074834,1.1263918503916883
2024-11-01,1.4360957524994733,1.1214954667284496
2024-12-01,1.5183854752134456,1.2042506173671934
2025-01-01,1.4804410221878617,1.1410156522129102
2025-02-01,1.5202003412044414,1.1833016916771075
2025-03-01,1.5009016628507774,1.1158889943557004
2025-04-01,1.4130219482010442,1.044360509478905
2025-05-01,1.4007708238534957,1.0657072382513315
2025-06-01,1.488802098804436,1.1405838284683831
2025-07-01,1.5606922016768536,1.1989360969041836
2025-08-01,1.5966372531130624,1.226691467529128
2025-09-01,1.6293995382239286,1.2213921608489502
2025-10-01,1.6827740242989178,1.2828770421894202
2025-11-01,1.7228869840183132,1.3124088720440985
2025-12-01,1.7262465706950636,1.3361897209133462
2026-01-01,1.7225333433154975,1.33471991213324
2026-02-01,1.7479196937676338,1.355034349119223
2026-03-01,1.7328141837473576,1.3651293552144705
