Date,SP_500,Optimized Portfolio
2021-04-01,1.0,1.0
2021-05-01,1.052425,1.0635300000435304
2021-06-01,1.058199655975,1.0527032645329921
2021-07-01,1.0817065031328286,1.1227206321337246
2021-08-01,1.1063131626660943,1.119992421088401
2021-09-01,1.1383851812517845,1.1545777870130276
2021-10-01,1.0842333365648182,1.107517196345517
2021-11-01,1.1592015663882562,1.1800263475295978
2021-12-01,1.1495407805339766,1.149251260673383
2022-01-01,1.1996757025954048,1.1827174574368267
2022-02-01,1.1365907557744255,1.0356347136508859
2022-03-01,1.1009461330825838,1.012022242257455
2022-04-01,1.1403302791013472,1.0342462507524315
2022-05-01,1.04003024874243,0.8918615692753049
2022-06-01,1.0400853703456134,0.8977121812662757
2022-07-01,0.9528014060662096,0.7778945367392769
2022-08-01,1.0396168589813384,0.8002123308259167
2022-09-01,0.9954955194861703,0.778868268661212
2022-10-01,0.9025202199482399,0.7076485540594901
2022-11-01,0.9745981922739663,0.7762904638029434
2022-12-01,1.0269857689032686,0.8222623850619434
2023-01-01,0.966423391125274,0.788122050528169
2023-02-01,1.0261029347974329,0.8046016827917343
2023-03-01,0.9993093349640023,0.7907544878663976
2023-04-01,1.0343371257731606,0.8117015741908976
2023-05-01,1.0494818899687313,0.8023670060981063
2023-06-01,1.0520867040196338,0.8178125717026186
2023-07-01,1.1201861721974165,0.8752393701990289
2023-08-01,1.1550676494134717,0.9033170492318885
2023-09-01,1.1346044709364627,0.8824684915655171
2023-10-01,1.0793276757169092,0.813288692612938
2023-11-01,1.0556040534046516,0.7722736487414643
2023-12-01,1.1497417672832249,0.8751327750797929
2024-01-01,1.2005936959083947,0.8949720351990483
2024-02-01,1.2196783332985544,0.9328651506441838
2024-03-01,1.2827613163750888,0.9982683259267973
2024-04-01,1.3225512896477276,1.037716745887688
2024-05-01,1.2675133177290374,0.9863705210946009
2024-06-01,1.3283805747597037,1.0512357504351835
2024-07-01,1.3744355292866226,1.0914560304003145
2024-08-01,1.3899955139136764,1.055481639437528
2024-09-01,1.4217360614738952,1.10703136202399
2024-10-01,1.4504508647074834,1.1384838169731997
2024-11-01,1.4360957524994733,1.1375445128494264
2024-12-01,1.5183854752134456,1.2214839226035672
2025-01-01,1.4804410221878617,1.1867329885106337
2025-02-01,1.5202003412044414,1.2307133130477548
2025-03-01,1.5009016628507774,1.1605995756240253
2025-04-01,1.4130219482010442,1.0755856565203443
2025-05-01,1.4007708238534957,1.0963014361871497
2025-06-01,1.488802098804436,1.1807385734437146
2025-07-01,1.5606922016768536,1.241145158926386
2025-08-01,1.5966372531130624,1.2749167186257726
2025-09-01,1.6293995382239286,1.2694090789165673
2025-10-01,1.6827740242989178,1.3333111317814363
2025-11-01,1.7228869840183132,1.364003954150769
2025-12-01,1.7262465706950636,1.3921160754230424
2026-01-01,1.7225333433154975,1.3905847475826716
2026-02-01,1.7479196937676338,1.4117494475101102
2026-03-01,1.7328141837473576,1.422266980571905
