c1,c2,c3,reward,return,std
1.0,0.0,0.0,0.995537868884924,1.8360115337256708,0.26512674927370994
0.9,0.0,0.0,1.11798881260348,1.8321275364098284,0.2510003529795689
1.2,0.0,0.0,0.8188268113828974,1.9186609427291919,0.2968242757228508
1.0,-0.1,0.0,1.0038399090555927,1.844925916377973,0.25702375216114565
1.0,0.2,0.0,0.8904010718844434,1.8860730270796342,0.2860255467939036
1.0,0.0,-0.1,1.0493845008579896,1.8950092143379609,0.28234651451739345
1.0,0.0,0.2,0.8389894725998942,1.8077321112088038,0.2481704458081017
0.8,0.0,0.0,1.2877936560572076,1.782289649107872,0.233396810993574
1.1,0.0,0.0,0.9070330755515537,1.8767794127842847,0.28058028903196053
0.9,-0.1,0.0,1.1545680435584469,1.8232622817791568,0.24494634600892204
0.9,0.2,0.0,1.0037480476904181,1.859214514743778,0.2703179376484541
0.9,0.0,-0.1,1.1820956667427567,1.846070921138601,0.26082156768915943
0.9,0.0,0.2,0.9432598483247973,1.8207062162145005,0.24646449685858235
0.7,0.0,0.0,1.4424798464986324,1.741902651406675,0.21955031760424576
0.8,-0.1,0.0,1.257899523415873,1.8079739479618009,0.2349576026417021
0.8,0.2,0.0,1.141105352775245,1.8015029880019608,0.24860891953665062
0.8,0.0,-0.1,1.3773106951835856,1.8271523990110432,0.24742618652352677
0.8,0.0,0.2,1.0478542946484126,1.722824731868766,0.21393045962355553
0.7,-0.1,0.0,1.394332112450386,1.75999931314373,0.21595316062963987
0.7,0.2,0.0,1.2709410483486419,1.7444284873068454,0.22591578582027363
0.7,0.0,-0.1,1.5956170436323505,1.8014089264434796,0.23711426080016723
0.7,0.0,0.2,1.1438337448333806,1.6891988879153976,0.19869825068432537
0.7,-0.1,-0.1,1.5483923383130593,1.7346442101191284,0.21035802171163537
0.7,0.2,-0.1,1.457103130811863,1.783880077900477,0.24139121898408902
0.7,0.0,-0.2,1.6330553894188506,1.8337826450773822,0.25049286778520335
0.7,0.0,0.1,1.2768353953558522,1.756029211724996,0.21747063994759921
0.9,0.0,-0.2,1.2880989918617198,1.876096981241643,0.2741249731083044
0.7,-0.1,-0.2,1.6516865952104258,1.7881320890414627,0.23283986358356581
0.7,0.2,-0.2,1.542713423612955,1.8666857725836303,0.26985824762371996
0.7,0.0,-0.3,1.8744487906633365,1.9079344874885389,0.2750198289506871
0.9,0.0,-0.3,1.308540985607632,1.8942922685272041,0.2803883218796589
0.7,-0.1,-0.3,1.8223778385605154,1.866739517489598,0.2629272066483018
0.7,0.2,-0.3,1.6741888547163557,1.903250280422265,0.2866735000018582
0.7,0.0,-0.4,1.9112888760689952,1.9391914809331001,0.29134029227704045
0.9,0.0,-0.4,1.4910591319289859,1.965988507000393,0.31020922472456336
0.7,-0.1,-0.4,1.8538801956182844,1.8983064717305531,0.2776338556348427
0.7,0.2,-0.4,1.9667391120368425,1.9800388308675638,0.31414638926857474
0.7,0.0,-0.5,1.9690509440248087,2.051925934722926,0.33444926789190066
0.9,0.0,-0.5,1.5741461486743522,2.0691141163071136,0.343323477568945
0.7,-0.1,-0.5,1.7207610503407655,1.9670545257927499,0.3055187978587943
0.7,0.2,-0.5,1.91203424472546,2.028486544489098,0.3242745747615335
0.7,0.0,-0.6,1.735304854123254,2.0624932993639904,0.3443615262505478
