c1,c2,c3,reward,return,std,lambda,Sortino (MAR)
1.0,0.0,0.0,0.027349156599325446,1.439303423302964,0.09548612365169554,16.02380061607954,3.1353997182038778
0.9,0.0,0.0,-0.018050673983071447,1.3042374343683547,0.09072098664674727,25.348640404385137,3.2511983728540916
1.1,0.0,0.0,0.04571495055059388,1.5318149620626726,0.10318664769294497,27.873002133708944,3.9970940436092275
1.0,-0.1,0.0,-0.0011933867727832773,1.341950147169815,0.09673973620339879,14.637128864069682,2.7576045227754302
1.0,0.1,0.0,0.037705157381613966,1.4813808764681817,0.10331191327842187,15.229322021475422,3.7386790960551237
1.0,0.0,-0.1,0.024695488199709018,1.4508231181986928,0.08408612995941923,24.846230646332188,4.280962070623731
1.0,0.0,0.1,0.013599218846239398,1.3914701498805935,0.10209953518116767,27.653853855156584,3.258941536678834
1.3,0.0,-0.3,0.04931911077630394,1.5840574572683617,0.12642605950271332,26.34772763383916,2.7630401181815305
1.2,0.0,-0.3,0.05448696415119396,1.5501269903920878,0.10442473812173714,17.131925063841116,3.549970226053246
1.3,-0.1,-0.3,0.04444607168764262,1.5260869405052193,0.11763191128281118,19.727911725993284,2.7778838179720826
1.3,0.1,-0.3,0.04911442911941566,1.5884002874298762,0.1278277931205263,25.712041473935013,2.8720243136532044
1.3,0.0,-0.4,0.04504649974643882,1.5419552604172424,0.11791819774870732,27.54546425642752,2.8326246528554693
1.3,0.0,-0.2,0.04761551491720964,1.5529334182834227,0.11910628641467402,26.297811321490165,2.851843114370659
1.1,-0.1,-0.3,0.03033069707367184,1.4760069976799162,0.11129316734940739,18.9240597343995,3.008611149809174
1.1,0.0,-0.3,0.04723847019074495,1.532747062745171,0.09978278131919815,23.774641270565002,3.596912217036751
1.2,-0.1,-0.3,0.04251862968938159,1.52892549848579,0.10376481055880919,27.836373471595113,3.1702209691900998
1.2,0.1,-0.3,0.07148633024332648,1.633600501818642,0.10666475966663147,14.249752784072719,3.5975960095090844
1.2,0.0,-0.4,0.050500331824856214,1.5705013602840447,0.11933804435665715,17.810550032101837,3.1916305099582476
1.2,0.0,-0.2,0.07036298471613384,1.639006496685398,0.10377387767113404,21.522156221445766,3.7372059580032304
1.0,-0.1,-0.2,0.008900943979724294,1.3962161639792907,0.09477374233463157,20.811685914594868,3.0790130415416987
1.1,0.1,-0.3,0.05994222018357574,1.5736069120628742,0.1140529287438418,12.238332026125198,3.483348064052469
1.2,0.2,-0.3,0.062437917515065514,1.6432177112519883,0.1247117942745852,25.735044864603466,3.385315984289009
1.2,0.1,-0.4,0.07037823569249174,1.6271787662472674,0.11985626800147675,12.573481477058175,3.116957197313022
1.2,0.1,-0.2,0.07288377787129563,1.6355569090834419,0.10901417159054787,11.569675724257669,3.4403384803164676
1.0,-0.1,-0.5,0.038084132481377854,1.5014688717264277,0.09920778455515947,12.24614299613786,4.226190247403427
1.1,0.1,-0.2,0.05862114957215574,1.584232608325622,0.1053721687159579,17.344390313181947,3.7909894498217596
1.3,0.1,-0.2,0.05364471674726481,1.6540018166129173,0.12654299626240173,28.42969935161059,3.1024140901301958
1.2,0.2,-0.2,0.07243528472744601,1.6487479077312681,0.11894006411713245,20.88980097609833,3.4461840476449614
1.2,0.1,-0.1,0.06836537599942391,1.6107681523768003,0.1136370818212195,15.066232642649883,3.5608158688090534
0.9,0.4,-0.1,-0.012343082375758412,1.3031799992948834,0.10744761255488733,12.00909854139618,2.575463278016736
1.2,-0.0,-0.5,0.060958190216241506,1.5789388398798827,0.11593802570117301,20.285330584857522,3.129390754539781
1.2,0.0,-0.1,0.058254235141716695,1.564842929956648,0.10133241962827566,16.018087087111308,3.4316796560129976
1.1,0.4,-0.0,0.04339504222917502,1.5122287393820784,0.106238621887891,18.122149858769603,3.8441585952853536
1.3,0.3,-0.1,0.05691442382051762,1.5925168976342199,0.12122827938027891,26.820364433026715,3.203961211520235
1.3,0.3,-0.3,0.040216276099234206,1.4970513853684684,0.11234857223992284,17.482301078608643,2.8852959252054715
1.3,0.3,-0.4,0.04908579856523285,1.5247424069271023,0.11489255046084892,15.636526249190457,3.0664959088288604
1.3,0.4,-0.4,0.03028349124540679,1.5239093189503996,0.1313568171622904,24.15662738875274,2.980384881229352
0.9,0.3,-0.1,0.013436083081931054,1.4366148719583847,0.09793362773693336,28.177821841774875,4.046541661485809
0.9,0.3,0.1,-0.00966633855670516,1.3298297005164594,0.10722120192726607,15.014690258492891,3.0318735969567787
1.0,-0.2,-0.2,0.020703877201702792,1.4533103710174924,0.08343288989645069,22.11437828176848,4.672956850507224
1.1,0.3,-0.4,0.03169113786159344,1.5303127511275534,0.1191197842426392,27.16288326314136,3.148724765342684
1.0,0.2,-0.5,-0.002664175881218241,1.3697764549464884,0.113811458335952,23.304841792962154,2.7026046911642996
1.1,0.3,0.0,0.046695735403922564,1.5387990651545713,0.1030697580164727,26.235727083691252,4.189829654563044
1.3,0.2,-0.1,0.051957706211086294,1.5618606992224289,0.11467477836934575,22.2365907801567,3.172098129668497
1.3,-0.1,-0.4,0.04132998971094011,1.5114074066534762,0.11335605767544979,12.824748458140563,2.7279110612905524
