c1,c2,c3,reward,return,std
1.0,0.0,0.0,-0.4199454034130849,0.0287291204181683,0.0312010626262915
0.9,0.0,0.0,-0.0150962886683462,0.0177914571875825,0.0314115711660453
1.1,0.0,0.0,0.0107229369813692,0.0277156127560898,0.0322128246450217
1.0,-0.1,0.0,-0.4884558827003064,0.0197520950175822,0.0332630243675074
1.0,0.1,0.0,0.0411239419988597,0.0253185010033514,0.03151648712688
1.0,0.0,-0.1,0.1793654750197341,0.0266302551347774,0.0286517002610164
1.0,0.0,0.1,-0.3455714659680114,0.029061935788651,0.033851903091765
0.9,0.0,-0.1,-0.1069302580036516,0.0229109461740155,0.0303239665723162
1.1,0.0,-0.1,0.3704084373627084,0.0428404535598543,0.0311381997502049
1.0,-0.1,-0.1,-0.2215713870254083,0.0246248744399582,0.0314536120855763
1.0,0.1,-0.1,0.1267118139551681,0.0326348192380612,0.0315127365579205
1.0,0.0,-0.2,0.4101481613493813,0.0281088152806039,0.031137904291777
0.9,0.1,-0.2,0.4947377231510489,0.0304323353724038,0.0314655455469109
0.8,0.1,-0.2,0.5636288345613586,0.031054122665052,0.0304851516946068
1.0,0.1,-0.2,0.2254174611464309,0.0255706228515868,0.0338460208283632
0.9,-0.0,-0.2,0.3041701282525083,0.0177429761816327,0.0297196081082899
0.9,0.2,-0.2,0.5252104306265847,0.0254493559236512,0.0338444846999258
0.9,0.1,-0.3,0.6352824393123103,0.0235785666734507,0.0321757988675194
0.9,0.1,-0.1,0.1195797497501668,0.030187932536758,0.030856513558414
0.8,0.1,-0.3,0.554029003465198,0.0242208828893788,0.0338535551496866
1.0,0.1,-0.3,1.0540273306420924,1.720818286576292,0.03093270466293662
0.9,0.0,-0.3,0.8824225995992633,1.7173991861781204,0.028993128554050993
0.9,0.2,-0.3,0.5222424283607213,1.6460778088431918,0.032550452477533215
0.9,0.1,-0.4,0.970781156276669,1.7267789064690298,0.03303577133628703
1.1,0.1,-0.3,1.062055487020482,1.7161350882203885,0.029204875380183144
1.0,0.0,-0.3,0.3481649716158448,1.6167270992327023,0.03384861505387926
1.0,0.2,-0.3,0.7410667081551519,1.6954115695182896,0.03282372913542092
1.0,0.1,-0.4,0.675336932225699,1.6608494053443466,0.03273773285792304
1.2,0.1,-0.3,1.2474347569071078,1.7352395556175304,0.033830533530830424
1.1,0.0,-0.3,0.5564431903821748,1.614657046422596,0.03195763441619086
1.1,0.2,-0.3,0.5613395263800492,1.6342986944192892,0.03247568652521612
1.1,0.1,-0.4,0.91761680232985,1.6689726035001018,0.032545334648990176
1.1,0.1,-0.2,0.6940566485304995,1.6549117523848567,0.0330026428544275
1.2,0.0,-0.3,0.3970103784695675,1.6109024774418108,0.03366621884399838
1.3,0.1,-0.3,0.893062864772558,1.7133737426984306,0.03628931515862115
1.2,0.2,-0.3,1.022027490727074,1.7030223545912115,0.033869142300797205
1.2,0.1,-0.4,1.1177230658865394,1.7402855948955571,0.03496222980429677
1.2,0.1,-0.2,1.1953806093867487,1.7377871601113135,0.03345416942122668
1.2,0.0,-0.2,0.2741447769261859,1.5793391199281939,0.03412472413449678
1.1,0.2,-0.2,0.6916269039671719,1.6597740636668075,0.0312774983947732
1.3,0.2,-0.2,1.2971349574481477,1.770611372002102,0.037227516942872185
1.2,0.2,-0.2,0.5898499067834632,1.6518024143252636,0.03397880909518735
1.3,0.1,-0.2,0.5454060910882034,1.6503486066545474,0.036125646960170114
1.3,0.3,-0.2,0.7105688338502996,1.6974301551168522,0.03896964906665597
1.3,0.2,-0.3,0.7678908380185226,1.7031187067618514,0.03828193174974248
1.3,0.2,-0.1,0.9645150340328893,1.7132933464030133,0.036654124312125044
1.3,0.3,-0.3,0.9597726952151513,1.7249128968167067,0.03635443199772344
1.3,0.3,-0.1,0.98669181190059,1.7255340503437935,0.035591064126092566
1.3,0.1,-0.1,0.5379857129088833,1.6395875803952642,0.03639010400364438
1.2,0.3,-0.2,0.8024756815116203,1.6994963070508533,0.03625697370034084
1.2,0.3,-0.3,0.6699109516764853,1.6617732311016067,0.03555297614925078
1.2,0.1,-0.1,0.20459838750349074,1.566608580337809,0.0330950128112064
