c1,c2,c3,reward,return,std,lambda,Sortino (MAR)
1.0,0.0,0.0,-0.22521870689878495,1.5319807835110344,0.19510159752281728,100.0,2.013956304236317
0.9,0.0,0.0,-0.2500080669567038,1.5437278530117293,0.19352620887910424,100.0,1.9978755198909592
1.1,0.0,0.0,-0.32329524071131865,1.523506782505207,0.2224890822944736,100.0,1.8160954215186056
1.0,-0.1,0.0,-0.2636765806535059,1.551732119742611,0.18753072158941247,100.0,2.223426077324716
1.0,0.1,0.0,-0.18349030061215943,1.5971307628947424,0.1857121075627214,100.0,2.3687535998936013
1.0,0.0,-0.1,-0.2584666131705499,1.5429961254351283,0.1942226979542368,100.0,2.145816464028241
1.0,0.0,0.1,-0.28167458344948093,1.4914476853733838,0.20177209620462838,100.0,1.885211866062404
0.9,0.3,-0.1,-0.1945871344391895,1.6492088775372304,0.18798596586678146,100.0,2.570062950571536
0.9,0.1,0.0,-0.22529338497602075,1.5604329744883914,0.19875686327535538,100.0,2.053048017562093
1.1,0.1,0.0,-0.27922343838146646,1.5021185259977867,0.2093284429809966,100.0,1.8640148274243866
1.0,0.2,0.0,-0.24252510440843605,1.536437448349137,0.20439880669593138,100.0,2.0015330755359058
1.0,0.1,-0.1,-0.2979810370104324,1.4892045753306422,0.18972648158497538,100.0,2.052816702749558
1.0,0.1,0.1,-0.2710632098310261,1.510376171144691,0.2114185210719903,100.0,1.8774713013299078
1.0,-0.1,0.3,-0.4045096936410907,1.502023380965356,0.22668887124882983,100.0,1.8053322329783428
1.2,-0.1,0.0,-0.26087843385665527,1.5144168267996063,0.21929243388284475,100.0,1.7997623177080164
1.1,0.3,0.2,-0.1563056078750112,1.7190743748032837,0.20973685476988083,100.0,2.3572097034786323
1.0,0.3,0.2,-0.16099216644029596,1.7163894837688918,0.21061000135678593,100.0,2.342828948765847
1.2,0.3,0.2,-0.26251621893386184,1.6864973551171223,0.23267165660942682,100.0,2.0096616823259508
1.1,0.2,0.2,-0.18878427747095075,1.608228442810849,0.20248822222510635,100.0,2.0932150314800775
1.1,0.4,0.2,-0.19453266997113006,1.7164784570786618,0.21830667481116736,100.0,2.234142382331361
1.1,0.3,0.1,-0.3276874363771868,1.5206931191139528,0.2233375737163094,100.0,1.8878687589287224
1.1,0.3,0.3,-0.17632002626717536,1.675237442666864,0.20920546846456767,100.0,2.2244480820017536
1.3,0.3,-0.0,-0.1727045842310437,1.7056433512552867,0.2206958208844543,100.0,2.0550109679204223
1.1,0.3,0.4,-0.2631440132433616,1.6868712258531333,0.22088241169800513,100.0,2.1852501788227734
1.2,0.5,0.5,-0.4166934316150329,1.9154537654800265,0.2721256484124989,100.0,2.579940072583813
