c1,c2,c3,reward,return,std
1.0,0.0,0.0,1.0897824131307237,1.2275289287980249,0.088746915516309
0.9,0.0,0.0,0.8446241495588714,1.1659833834894164,0.0836302301056106
1.2,0.0,0.0,0.9579665160741558,1.2580769382958248,0.1039320241011159
1.0,-0.1,0.0,0.8759033345099004,1.2217188283652276,0.0890317918852087
1.0,0.2,0.0,1.1520950395350835,1.3199435273684903,0.1183698023317687
1.0,0.0,-0.1,1.0084559590105158,1.2418856342771458,0.0931361269581025
1.0,0.0,0.2,2.1087279326999058,1.2752149110972213,0.1021486446704615
0.9,0.0,0.2,1.1965681395779677,1.1797379906890548,0.0808974230430498
1.2,0.0,0.2,1.1611959500838875,1.2708172863667369,0.1077180038057756
1.0,-0.1,0.2,1.309861474847986,1.1759672397143175,0.0757432043045341
1.0,0.2,0.2,1.2115042046936195,1.242225610820504,0.0966616576829801
1.0,0.0,0.1,1.0867969747918065,1.196753747624954,0.0805169267967622
1.0,0.0,0.4,1.2373380410111547,1.2296573916866531,0.0955928869888946
1.1,0.1,0.4,1.5690268057340206,1.255405891321819,0.1009932666843115
1.3,0.1,0.4,1.1514904270636852,1.2720422243130656,0.1120452348650616
1.2,0.0,0.4,1.30928313610887,1.2579407813807602,0.1050018758376203
1.2,0.3,0.4,1.966885021104699,1.3740210565185371,0.1353880786790618
1.2,0.1,0.3,2.039459974619702,1.2982752968503926,0.1104777242556411
1.2,0.1,0.6,1.3537528081946428,1.2963655583662703,0.1147998650990683
1.2,0.1,0.5,1.7862748345758457,1.3326115703790031,0.1230162050329477
1.3,0.1,0.5,1.923133434491948,1.2920941735552418,0.1106122758002987
1.3,0.0,0.5,1.6704401119708938,1.2687438140173366,0.1049774123182774
1.3,0.3,0.5,1.140764945464123,1.2558778182428636,0.1003722311533587
1.3,0.1,0.6,1.4000949504339106,1.2637852230713364,0.1013664823066958
1.1,0.0,0.2,1.1955776169989139,1.2440907622402402,0.09719903352769471
1.0,0.1,0.2,1.5780565418662076,1.2360801718219425,0.09029792368032702
1.0,0.0,0.3,1.4374959304920152,1.2188504436139285,0.08918278794674826
1.1,0.1,0.3,1.8557880912417601,1.2506741456969068,0.09413713727222438
1.1,0.1,0.2,1.1558695992441943,1.248053021354869,0.09940003606471977
1.1,-0.0,0.3,1.897720406171441,1.2172220000970675,0.0837015505570879
0.9,0.1,0.2,1.1738266763712601,1.2071023814685602,0.08777919307953087
1.1,-0.0,0.1,1.819356078808811,1.2117150812862347,0.0821475289848567
1.1,-0.1,0.3,1.4472285836544962,1.209422813708313,0.08825901953286912
0.9,-0.1,0.2,1.101210982726775,1.188508159306753,0.08499887105443514
1.0,-0.1,0.3,1.4657228047663409,1.2246297679427756,0.09166943930134297
1.0,-0.1,0.1,1.181459510843483,1.167910786582941,0.07254169168914312
1.0,0.1,0.3,1.3616389246136111,1.2398513012213226,0.09303794312243234
1.1,-0.1,0.1,1.1846723057325126,1.2363030733641582,0.09269735243479124
1.1,-0.1,0.2,1.2885074705801438,1.197812673903439,0.08318404279580305
0.9,0.0,0.3,1.425535579731624,1.2476031387334365,0.09783925647822977
0.9,-0.0,0.1,1.0429615866262136,1.1880224792927419,0.08462725579163308
0.9,0.1,0.1,1.1019234596547876,1.2095781196007194,0.08733584218955748
0.9,-0.1,0.1,0.9634781539141265,1.1700696294567017,0.08276975418652772
0.9,0.1,0.3,2.0262962822596244,1.2444219884030778,0.09101460932618044
1.0,0.1,0.1,1.648205673637251,1.2407324451001827,0.09053048019137201
0.9,-0.1,0.3,1.1828580941063735,1.1901392978037248,0.08322731293169779
1.1,0.1,0.1,1.2736134875579006,1.225446485328807,0.08834732903071278
