c1,c2,c3,reward,return,std
1.0,0.0,0.0,0.9618064581595016,1.2814032094033148,0.0733810478410337
0.9,0.0,0.0,1.6665494420896465,1.3205602185411864,0.0839793516907875
1.2,0.0,0.0,0.7604489743791629,1.2598035447092333,0.0690153065644883
1.0,-0.1,0.0,1.3062114399416558,1.317709342377574,0.0824900292426149
1.0,0.2,0.0,0.8151224192176683,1.3088431896414914,0.0783741927207771
1.0,0.0,-0.1,0.944945533807622,1.282617534502104,0.0754366977796337
1.0,0.0,0.2,1.0075736166533176,1.3336414363509366,0.0892508822122301
0.8,0.0,0.0,1.4658939696903688,1.3281164633754374,0.0883331750448272
1.1,0.0,0.0,0.8350070376518204,1.2652865567961062,0.0720444027750324
0.9,-0.1,0.0,1.6238581968884434,1.3070984193243027,0.08055207225742
0.9,0.2,0.0,0.8945854607616918,1.313208734915415,0.0802850877572746
0.9,0.0,-0.1,1.1310805574632128,1.330096132213822,0.0864385870735436
0.9,0.0,0.2,1.3064024515743653,1.3591952439891786,0.0965280027835149
0.8,0.0,0.1,1.5012981815753914,1.3314594563546924,0.0885699795291254
1.1,0.0,0.1,0.8610857927616409,1.291676282925562,0.0774716750298359
0.9,-0.1,0.1,1.457212722843836,1.3322621581979075,0.0911576479377123
0.9,0.2,0.1,0.9397247494730052,1.3227128610141323,0.0826706695159804
0.9,0.0,0.3,1.182096934746956,1.3426726536533733,0.0940331230949509
0.8,0.1,0.0,1.8280344367486736,1.3572470657501416,0.097875084089655
1.1,0.1,0.0,0.854769778582436,1.282786833567278,0.075694245906279
0.9,0.3,0.0,0.9185974588485432,1.3335963304184626,0.0831855918203337
0.9,0.1,-0.1,0.9605317960875372,1.2971206520305316,0.0758434770127911
0.9,0.1,0.2,1.2858952499767995,1.3711134034878436,0.0992302695078157
0.7,0.1,0.0,1.225476267626992,1.3364739474689025,0.0889644301020174
1.0,0.1,0.0,0.871986776962095,1.299210416686895,0.0782678290025256
0.8,0.3,0.0,0.92296858532449,1.3190725646688086,0.0795664953608567
0.8,0.1,-0.1,1.5691001769938746,1.3453937312234208,0.0929733594684487
0.8,0.1,0.2,1.3432543102500527,1.351866941109599,0.0941982605070524
0.9,0.1,0.0,1.0862606351632014,1.3163601881812903,0.0816415107661137
0.8,0.2,0.0,1.2784440461077404,1.3477360020245064,0.0898476655876664
0.8,0.1,0.1,1.5010883609829382,1.3542225796890457,0.0941050688007591
0.9,0.0,0.1,1.1965149101263675,1.3259099832635433,0.08696517560791563
0.9,0.2,0.2,1.105707147539565,1.349604241148381,0.08928208881296337
0.9,0.1,0.1,0.9984711457120045,1.3030684967194766,0.07802377253498262
0.9,0.3,0.1,0.8567670256706187,1.325481058528784,0.08025662659675396
1.0,0.1,0.2,0.9414629119676184,1.303375091138058,0.07912140591797018
1.0,0.1,0.1,0.8621906986499898,1.3031287885476999,0.0778626623183636
1.0,0.0,0.1,1.3086674922638175,1.3161659316929997,0.08296019012126286
1.0,0.3,0.0,0.7931640067876017,1.3362128381731546,0.08445082461619784
1.0,0.2,0.2,0.7996716017571437,1.3204732462383286,0.0807199618583215
1.0,0.2,0.1,0.8013994713723058,1.3163237181650136,0.0810226011138796
1.0,0.3,0.1,0.8473953414737397,1.3240359360757723,0.08125438238386269
1.0,0.3,0.2,0.782967914156796,1.3236648243316005,0.08189792318100675
0.9,0.3,0.2,1.211133604437734,1.3818301547161704,0.09906954859028468
