c1,c2,c3,reward,return,std
1.0,0.0,0.0,0.9257048861626038,1.5870729427707397,0.25497285397639957
0.9,0.0,0.0,1.071101901494383,1.6205551979151618,0.2509805764632808
1.2,0.0,0.0,0.8503675797496979,1.5707012881130082,0.2812089512271124
1.0,-0.1,0.0,0.9912542852308758,1.6421599686042085,0.25806358586133893
1.0,0.2,0.0,0.8844741183906504,1.6445786641507372,0.2742542770396346
1.0,0.0,-0.1,0.9358766117989942,1.4550122419289877,0.2553749845379713
1.0,0.0,0.2,0.8905009884027772,1.5934285292319776,0.24771994184383228
0.8,0.0,0.0,1.151314820705027,1.5279487267207637,0.21702904719384852
1.1,0.0,0.0,0.9134529977973646,1.5648306739866324,0.2700094006668345
0.9,-0.1,0.0,1.1460951370329269,1.6210433007959206,0.2348357097358429
0.9,0.2,0.0,0.9925869345343785,1.6541160982682606,0.2584178471531028
0.9,0.0,-0.1,1.033947123084592,1.5336092110958557,0.24384904960408682
0.9,0.0,0.2,1.0143255825661943,1.6138061594937139,0.22900535456462465
0.7,0.0,0.0,1.2909319079879236,1.5716012564753725,0.21506822769307754
0.8,-0.1,0.0,1.1145973380622833,1.515444965568682,0.21284658051280203
0.8,0.2,0.0,1.0534898000996065,1.6017890202768033,0.23379873832523437
0.8,0.0,-0.1,1.119760892731458,1.4897818388607513,0.2257215274722722
0.8,0.0,0.2,1.0251966839801976,1.5255771996590746,0.20526769908814851
0.7,-0.1,0.0,1.283879401845092,1.5290427697524047,0.19832586525379375
0.7,0.2,0.0,1.142505462062954,1.4910355339432135,0.2160311332661998
0.7,0.0,-0.1,1.2663658801567614,1.5381614203526193,0.2170139227214194
0.7,0.0,0.2,1.2943738366609594,1.5958303173067956,0.19586266674933583
0.7,-0.1,0.2,1.259628329180695,1.5698883959020884,0.18919315041025667
0.7,0.2,0.2,1.160486786676079,1.5476896559624296,0.19773283996808627
0.7,0.0,0.1,1.276622720766262,1.6024954144530532,0.2041849757017908
0.7,0.0,0.4,1.081739071643982,1.5050549486128957,0.17159382621642988
