Date,SP_500,Optimized Portfolio
2019-04-01,1.0,1.0
2019-05-01,1.039313,1.0426599998764066
2019-06-01,0.9709490694859999,1.002079672701292
2019-07-01,1.0378765888456698,1.0622645780457858
2019-08-01,1.0515018327040357,1.078857150858782
2019-09-01,1.0324780615467544,1.0947810823807025
2019-10-01,1.050217067122189,1.085289330299748
2019-11-01,1.0716751022376296,1.1092199602540176
2019-12-01,1.1081624244435142,1.1580589150712177
2020-01-01,1.1398447881583542,1.175487701773772
2020-02-01,1.1379891208432324,1.2136384442160275
2020-03-01,1.0422728558891081,1.1228461521468167
2020-04-01,0.9118647184331188,1.0217113993384483
2020-05-01,1.0275292867780492,1.115606676841916
2020-06-01,1.0740578679419328,1.1944019763888156
2020-07-01,1.0938076440176492,1.223127343802855
2020-08-01,1.1540775390106657,1.329588347779305
2020-09-01,1.234937981781448,1.4521763937408063
2020-10-01,1.1864938346321254,1.4188634673782672
2020-11-01,1.153668296203193,1.364659995088355
2020-12-01,1.2777407067866615,1.5634773103235315
2021-01-01,1.325171719563289,1.6337399810499251
2021-02-01,1.3104132821225127,1.5522263157293024
2021-03-01,1.3446032750663712,1.516126118641782
2021-04-01,1.4016668934569128,1.5409221294356936
2021-05-01,1.4751492803463913,1.5799360469255328
2021-06-01,1.483243424447652,1.5603764386793566
2021-07-01,1.516192193878332,1.6227914964880013
2021-08-01,1.5506825339046764,1.6212173887051904
2021-09-01,1.595636820562573,1.657937962832158
2021-10-01,1.5197339726452321,1.587972980876248
2021-11-01,1.6248144584498143,1.6561605406913982
2021-12-01,1.6112732547530937,1.625753433368024
2022-01-01,1.6815457152126403,1.6941326226884383
2022-02-01,1.5931216337781837,1.5949919815808133
2022-03-01,1.543159746221266,1.5773832699772994
2022-04-01,1.5983631998228396,1.620083034859282
2022-05-01,1.4577759678560223,1.532015321481254
2022-06-01,1.4578532299823188,1.5783434649072738
2022-07-01,1.3355101869222026,1.4164054255394412
2022-08-01,1.457196533113806,1.494732645155573
2022-09-01,1.395353112248456,1.4460193080142638
2022-10-01,1.265032712976899,1.347487551885312
2022-11-01,1.3660620205333731,1.456768792357265
2022-12-01,1.4394919523231033,1.4983886766783732
2023-01-01,1.3546036724026576,1.44189942334928
2023-02-01,1.4382545129845388,1.4764905907748882
2023-03-01,1.4006988111414864,1.4494855779388143
2023-04-01,1.4497961058696178,1.4522282293146627
2023-05-01,1.4710240204517608,1.4921064162917543
2023-06-01,1.4746751020705222,1.572382971942739
2023-07-01,1.5701278720773428,1.660373523018683
2023-08-01,1.6190200838859592,1.735654858798326
2023-09-01,1.5903375240798356,1.7038923748591857
2023-10-01,1.5128578702441902,1.6583692000299994
2023-11-01,1.4796052542562228,1.5700957086367895
2023-12-01,1.6115549712255384,1.7075732887600261
2024-01-01,1.6828324360478728,1.7279722727432447
2024-02-01,1.7095827404512896,1.77784155253295
2024-03-01,1.7980040693701704,1.8945924072366433
2024-04-01,1.8537763575979636,1.9559393093769568
2024-05-01,1.7766314544765245,1.9046350214041974
2024-06-01,1.861947073551942,1.9966860321409106
2024-07-01,1.9265007785919877,2.106383962668134
2024-08-01,1.9483106939064274,2.0467892891906807
2024-09-01,1.9928003686017806,2.094254332825319
2024-10-01,2.0330489576464306,2.1399509620673323
2024-11-01,2.012927872112604,2.1448728484036987
2024-12-01,2.128270652112528,2.2149243956711726
2025-01-01,2.075085168516236,2.2038712859697567
2025-02-01,2.130814489688168,2.2633758114889995
2025-03-01,2.1037641711523634,2.2013593140707606
2025-04-01,1.9805860845213918,2.066305920165555
2025-05-01,1.9634140891158094,2.088105447542966
2025-06-01,2.086804612803345,2.2205330947830517
2025-07-01,2.1875705899668247,2.325297846444612
2025-08-01,2.2379535785485642,2.381011983156785
2025-09-01,2.283875388942462,2.339298729797777
2025-10-01,2.358688639029051,2.4425085895299805
2025-11-01,2.414913646666298,2.4980023847093547
2025-12-01,2.419622668086798,2.511197642758195
2026-01-01,2.414417960200982,2.530132073359533
2026-02-01,2.4500011671754365,2.53180196056564
2026-03-01,2.428828273871234,2.5303588338814835
2026-04-01,2.3026052560961796,2.427658857728565
