Date,SP_500,Optimized Portfolio
2019-04-01,1.0,1.0
2019-05-01,1.039313,1.037050000043864
2019-06-01,0.9709490694859999,0.9933590834753637
2019-07-01,1.0378765888456698,1.0530202299401092
2019-08-01,1.0515018327040357,1.0674044862665855
2019-09-01,1.0324780615467544,1.0704359151719363
2019-10-01,1.050217067122189,1.054861072511308
2019-11-01,1.0716751022376296,1.0742283218930893
2019-12-01,1.1081624244435142,1.121526594963238
2020-01-01,1.1398447881583542,1.1376317167716392
2020-02-01,1.1379891208432324,1.1724325294976372
2020-03-01,1.0422728558891081,1.0847228516095166
2020-04-01,0.9118647184331188,1.015268047468302
2020-05-01,1.0275292867780492,1.1085711811310133
2020-06-01,1.0740578679419328,1.1778125369238381
2020-07-01,1.0938076440176492,1.190144233851476
2020-08-01,1.1540775390106657,1.2937343878871688
2020-09-01,1.234937981781448,1.3989926172765696
2020-10-01,1.1864938346321254,1.3491884799121712
2020-11-01,1.153668296203193,1.2806362132311109
2020-12-01,1.2777407067866615,1.3393745005642148
2021-01-01,1.325171719563289,1.390391275385765
2021-02-01,1.3104132821225127,1.3317028600103207
2021-03-01,1.3446032750663712,1.3153362320516777
2021-04-01,1.4016668934569128,1.3349217835306528
2021-05-01,1.4751492803463913,1.3682280821523098
2021-06-01,1.483243424447652,1.368192319939113
2021-07-01,1.516192193878332,1.4598338413681202
2021-08-01,1.5506825339046764,1.4610309050143355
2021-09-01,1.595636820562573,1.4893018531272486
2021-10-01,1.5197339726452321,1.4074680355631226
2021-11-01,1.6248144584498143,1.4606140282346312
2021-12-01,1.6112732547530937,1.4586421994817895
2022-01-01,1.6815457152126403,1.5035537924556568
2022-02-01,1.5931216337781837,1.328495024205764
2022-03-01,1.543159746221266,1.3134298904552013
2022-04-01,1.5983631998228396,1.3367038680183598
2022-05-01,1.4577759678560223,1.2784235797563102
2022-06-01,1.4578532299823188,1.2950686548269537
2022-07-01,1.3355101869222026,1.1539968259443354
2022-08-01,1.457196533113806,1.2210902014216454
2022-09-01,1.395353112248456,1.1827968128164648
2022-10-01,1.265032712976899,1.1012666280321728
2022-11-01,1.3660620205333731,1.1905793516066483
2022-12-01,1.4394919523231033,1.2270825146241617
2023-01-01,1.3546036724026576,1.1798889208511656
2023-02-01,1.4382545129845388,1.2069319746103195
2023-03-01,1.4006988111414864,1.1854606548988942
2023-04-01,1.4497961058696178,1.1976116266065118
2023-05-01,1.4710240204517608,1.2304980419419276
2023-06-01,1.4746751020705222,1.2167164637523866
2023-07-01,1.5701278720773428,1.2831537890809233
2023-08-01,1.6190200838859592,1.3333892597570947
2023-09-01,1.5903375240798356,1.303267996337445
2023-10-01,1.5128578702441902,1.2609917534862622
2023-11-01,1.4796052542562228,1.2286220952057223
2023-12-01,1.6115549712255384,1.314625641780418
2024-01-01,1.6828324360478728,1.3280742621368065
2024-02-01,1.7095827404512896,1.3783418730043508
2024-03-01,1.7980040693701704,1.4361654934228425
2024-04-01,1.8537763575979636,1.5187162859478032
2024-05-01,1.7766314544765245,1.4801560794149113
2024-06-01,1.861947073551942,1.5324647953576347
2024-07-01,1.9265007785919877,1.6161740422609605
2024-08-01,1.9483106939064274,1.5769818220671556
2024-09-01,1.9928003686017806,1.6421742505584147
2024-10-01,2.0330489576464306,1.6780064924741667
2024-11-01,2.012927872112604,1.6833089931464857
2024-12-01,2.128270652112528,1.7331147128904916
2025-01-01,2.075085168516236,1.730757677123371
2025-02-01,2.130814489688168,1.75580174085428
2025-03-01,2.1037641711523634,1.710379149946183
2025-04-01,1.9805860845213918,1.6223616415945958
2025-05-01,1.9634140891158094,1.618711327966425
2025-06-01,2.086804612803345,1.7028519427910318
2025-07-01,2.1875705899668247,1.783107354920055
2025-08-01,2.2379535785485642,1.810995154208599
2025-09-01,2.283875388942462,1.764266873394162
2025-10-01,2.358688639029051,1.8250105815509547
2025-11-01,2.414913646666298,1.856163512204462
2025-12-01,2.419622668086798,1.8565161830425878
2026-01-01,2.414417960200982,1.8789428986576864
2026-02-01,2.4500011671754365,1.9103964030881602
2026-03-01,2.428828273871234,1.9041685110155315
2026-04-01,2.3026052560961796,1.8255838003848293
