c1,c2,c3,reward,Lambda,MAR
1.3,0.2,-0.1,-0.00832991162879216,5.279633954223083e-06,-0.0016702673536480596
1.2,0.2,-0.3,-0.017149644791696044,5.842618620529176e-06,-0.0016702673536480596
