c1,c2,c3,reward,return,std,lambda,Sortino (MAR)
1.0,0.0,0.0,0.0223111410624442,1.7367857764406651,0.0991323123159411,22.981701198533603,5.218031446301588
0.9,0.0,0.0,0.0357624259972174,1.7845400664527105,0.1018614864983196,21.237021817118617,5.637622858658488
0.8,0.0,0.0,0.0145763992117367,1.7122852932980996,0.0982655754489384,14.337815145174911,5.657754004693702
0.9,-0.1,0.0,0.0142210340101806,1.697217209225379,0.1084407861012505,20.417362518953887,4.341703935053671
0.9,0.1,0.0,0.0220176498255666,1.7101824416656768,0.1089849283180997,10.349825676556009,4.572741741347595
0.9,0.0,-0.1,0.0066578415008083,1.666286129631921,0.0993101906614975,23.349172401042168,4.696771709953942
0.9,0.0,0.1,0.0120528745291462,1.6762940659612318,0.1027548856879854,15.243981423302472,4.280840338701142
1.1,0.2,0.2,0.0472943888527479,1.823792974094287,0.1104015605833936,11.502722453185296,5.636284971267976
1.0,0.2,0.2,0.0541318057090627,1.8767503835967403,0.1057715877931944,22.94061023991468,5.802417919005107
1.2,0.2,0.2,0.0302002828001926,1.7476415989561984,0.1075700382062957,18.515853379396063,4.501179122257372
1.1,0.1,0.2,0.0439637245572595,1.8107880130488248,0.1077652774333152,18.0831827051414,4.934911224111054
1.1,0.3,0.2,0.0433700616795131,1.822717546067484,0.1053147441673358,19.38065351160492,4.916409144036748
1.1,0.2,0.1,0.048471055777865,1.8275511080351343,0.1104412199228067,13.34570050015964,5.128267978831513
1.1,0.2,0.3,0.0425262788360909,1.8170329330711708,0.109519400348081,19.803148138083404,5.494859171539431
0.9,0.2,0.2,0.0071662677293224,1.690904644774037,0.1066851466524585,21.11134620337129,4.181639914905296
1.0,0.1,0.2,0.0364255110661148,1.7902517814940548,0.1077777743515195,17.042929128112963,5.069454857737071
1.0,0.3,0.2,0.0386329818650031,1.8162277863030545,0.115049089397376,22.57021276834985,5.109867872206875
1.0,0.2,0.1,0.0228537672694482,1.7214194491713135,0.1068385302981288,21.986659103293064,4.530483493444285
1.0,0.2,0.3,0.0512212330927593,1.859356399447181,0.1073374562977896,17.18411147268135,5.723778466464728
1.1,0.3,0.1,0.0335663566772299,1.7535414165481429,0.1078679949075615,11.27668575563137,4.477062098156251
1.2,0.3,0.0,0.0402292440184773,1.794538915991181,0.1118208127847519,21.91000066430905,4.802596040402782
1.0,0.1,-0.0,0.0271056799253429,1.7292431699635862,0.1019778111500359,11.516791661339449,4.526336253212387
0.9,0.3,0.3,0.0412555533590541,1.8420612752881869,0.1094438460786068,24.14135313456155,4.890720929364637
1.0,-0.1,0.1,0.0158194130184784,1.6823476610242196,0.1038303595462565,24.195478920088917,3.9495802214410953
0.8,0.2,0.2,0.0422374944999463,1.8161527240038928,0.0989141834658596,22.92909361273497,6.204606148305851
1.1,0.4,0.1,0.0438396908110785,1.849985420689911,0.1124158315604203,20.60026063829069,4.99475038930519
0.8,-0.0,0.2,0.027808642296198,1.7388480071708117,0.10724782816884,11.288686426243336,4.453204990278476
0.8,0.4,0.3,0.081335808901838,2.026337104404014,0.1055608554730783,17.957712748104182,8.553778454657033
0.7,0.4,0.3,0.053279033831215,1.881466216366936,0.1112064136966538,18.48179100780544,6.0060074076658605
0.9,0.4,0.3,0.0688747950223676,1.9563271445008827,0.1116721167670246,22.87415851822602,6.250042067955042
0.8,0.3,0.3,0.0727092356746198,1.9804425841821,0.1062519212820547,16.004768647257634,6.8627738699198
0.8,0.5,0.3,0.0815332067280072,2.0181608168472924,0.1161990083908693,11.220677912483406,5.750084078225646
0.8,0.4,0.2,0.0525723712827448,1.8743081774693928,0.1031770299976501,14.958679440222763,6.337726325937423
0.8,0.4,0.4,0.0768092205010664,2.011148795509019,0.1045806125693676,14.364701723748247,6.8563282137025645
1.1,0.3,0.4,0.0734010584162552,1.9555599171304527,0.1125255948611123,16.7459054032974,5.967251753092423
0.7,0.5,0.3,0.0706764957939008,1.960631040580684,0.1044505370286063,15.76815617147404,7.004250726158371
