c1,c2,c3,reward,return,std
1.0,0.0,0.0,-0.41907286180245645,1.5542619077743884,0.058210246313339334
0.9,0.0,0.0,-0.3426341475117996,1.5641511678670086,0.058461022914206795
1.1,0.0,0.0,-0.4193966789166491,1.5291606344303712,0.059628994122802884
1.0,-0.1,0.0,-0.3019213216887019,1.594820719384386,0.057813698191464535
1.0,0.1,0.0,-0.46253649153098636,1.5477338293233491,0.05373855968698546
1.0,0.0,-0.1,-0.41476663169417,1.5314544904575829,0.0533071442933683
1.0,0.0,0.1,-0.418445179399086,1.5203505471217642,0.06015751194326652
1.1,-0.2,0.0,-0.4755790480493911,1.5244506126460677,0.05835984304912583
0.9,-0.1,0.0,-0.44748720821924787,1.5388727719421624,0.05794068804372424
1.1,-0.1,0.0,-0.5097269719722415,1.4636047662291964,0.0639135481597924
1.0,-0.2,0.0,-0.4034297929933525,1.5280881987152617,0.05734415428214049
1.0,-0.1,-0.1,-0.25626647972129796,1.5771386963636078,0.05776368065389046
1.0,-0.1,0.1,-0.5375787124125927,1.4981066764016915,0.05689249284286767
1.1,-0.1,-0.1,-0.3627276922775,1.530178845080487,0.05870595071081811
0.9,-0.1,-0.1,-0.4648357698106467,1.540783427952876,0.052956911153473965
1.0,-0.2,-0.1,-0.33091264541836835,1.5567905480290964,0.05527386030331798
1.0,-0.1,-0.2,-0.559772168343315,1.4750139088390308,0.054682411919276475
1.1,-0.0,-0.1,-0.6450660133349946,1.4331986460894879,0.0578491446734165
0.9,-0.2,-0.0,-0.23466522589732924,1.6175890890935352,0.05233665872847869
0.8,-0.2,-0.0,-0.21689132763115782,1.6304073374281334,0.05116681052488744
0.9,-0.3,-0.0,-0.3362157629150326,1.6016534706110919,0.0522564018864911
0.9,-0.2,-0.1,-0.5800465184344898,1.5107708366479904,0.052322595640057895
0.9,-0.2,0.1,-0.44967997255640935,1.5412919309044726,0.055505814469799866
0.7,-0.2,-0.0,-0.021899103812099988,1.7019615253042002,0.050829286115722815
0.8,-0.3,-0.0,-0.06335290106644667,1.691777885209319,0.0505699723344087
0.8,-0.1,-0.0,-0.1736010359949399,1.6495152850486774,0.05233012444246663
0.8,-0.2,-0.1,-0.20836935004704626,1.6569418226057828,0.047083541105431476
0.8,-0.2,0.1,-0.0533001361053982,1.6882879463506293,0.052826091964977236
0.7,-0.1,-0.0,-0.11089815377586017,1.6600544185750001,0.0539432551023494
0.7,-0.3,-0.0,-0.17520102051690525,1.6404568610502974,0.05238100305426681
0.7,-0.2,-0.1,0.12126641852116421,1.754311804799444,0.050370243216020495
0.7,-0.2,0.1,-0.18930064612583072,1.6253522943686163,0.05336996307785585
0.7,-0.3,-0.1,-0.0801509771976271,1.689331392350872,0.049180765282598744
0.7,-0.1,-0.1,0.049314042399804046,1.7306957525177193,0.05057976631760336
0.7,-0.2,-0.2,-0.0013296855948510496,1.7137147198308325,0.04952838431555703
0.8,-0.3,-0.1,-0.10455638594185569,1.6794214506573621,0.049457512158737796
0.8,-0.1,-0.1,-0.3213659830003047,1.6012815887493606,0.05076779046223832
0.8,-0.3,-0.2,0.3081153028494609,1.8189405459755732,0.049100816518213145
0.7,-0.3,-0.2,-0.21910210109980782,1.640373886758528,0.05125179101102591
0.9,-0.3,-0.2,-0.26482178653843763,1.6202281181404774,0.04589818408215005
0.8,-0.4,-0.2,0.27918120330294965,1.7919431667422852,0.048241096951484645
0.8,-0.2,-0.2,-0.2405426662304968,1.6281327099448302,0.04787041492269896
0.8,-0.3,-0.3,0.1805066914605501,1.7827829760582043,0.04511293838571719
0.8,-0.4,-0.1,-0.02840458118318904,1.7092193939306224,0.048234349968619084
0.8,-0.4,-0.3,-0.17952824379549073,1.664087563817549,0.046172353111367345
0.7,-0.4,-0.2,0.10194234633340737,1.7389664763973152,0.051913228120564016
0.8,-0.2,-0.3,-0.13073682292083671,1.6706370502230004,0.04681225750587968
0.7,-0.4,-0.3,0.04879102564327499,1.7258922953955058,0.05113051263036963
0.9,-0.2,-0.2,-0.43903754157820113,1.516613658709015,0.047962104609076094
0.7,-0.4,-0.1,-0.20791788870557182,1.646159618585395,0.05067813749086628
0.7,-0.2,-0.3,0.27511712085490264,1.8087561810731656,0.04854895737338273
0.7,-0.3,-0.3,0.42089662930638627,1.8414203594226788,0.04889375006899101
0.7,-0.3,-0.4,0.2054017907195491,1.77085047770624,0.05111626044503419
0.8,-0.4,-0.4,0.2290301637355867,1.7761167447068562,0.04828811034972524
0.7,-0.2,-0.4,0.6097582512635065,1.866929656577816,0.051521168849211124
0.8,-0.2,-0.4,-0.08865257387923688,1.6952247727250618,0.04492937727992099
0.7,-0.1,-0.4,0.38226227750950786,1.83977369004255,0.047288204619618565
0.7,-0.2,-0.5,0.14497956370076484,1.750622638458847,0.04844289179446625
0.8,-0.3,-0.4,0.11847069289751978,1.7672344865826324,0.04394451607296479
0.8,-0.1,-0.4,0.2710836321780087,1.8175268500261446,0.045736160129956
0.7,-0.1,-0.3,0.23651327477228232,1.800585324588679,0.04952060219246651
0.8,-0.1,-0.3,-0.20496775455072383,1.63378380247654,0.04791084029212147
0.8,-0.1,-0.5,0.3760352835582033,1.8354451279199206,0.04631585871642283
0.7,-0.1,-0.5,0.6108299160879778,1.888100494599129,0.04771803863214189
