c1,c2,c3,reward
1.0,0.0,0.0,-0.0028222980935923
0.9,0.0,0.0,-0.0041025223989076
1.1,0.0,0.0,0.0039970414806545
1.0,-0.1,0.0,0.0001874259977269
1.0,0.1,0.0,0.0032867608575648
1.0,0.0,-0.1,0.0025501647375632
1.0,0.0,0.1,0.0001936841066944
1.4,0.3,-0.1,-0.0022702571646145
1.3,0.3,-0.1,0.0060863716804645
1.5,0.3,-0.1,-0.0016710796474492
1.4,0.2,-0.1,-0.0018666589661949
1.4,0.4,-0.1,0.004638946463111
1.4,0.3,-0.2,0.0054837268388745
1.4,0.3,0.0,0.0022456451669222
1.2,0.5,-0.4,0.0050527858737716
1.3,0.3,-0.2,0.0042655749472809
1.5,0.3,-0.2,-8.276940610620499e-05
1.4,0.2,-0.2,0.0030353719611315
1.4,0.4,-0.2,0.010615736634721
1.4,0.3,-0.3,-0.0027619736346751
1.5,0.1,0.0,0.0029928944850071
1.3,0.4,-0.2,0.0067029040533997
1.5,0.4,-0.2,-0.0015023873227771
1.4,0.5,-0.2,0.0013421243048367
1.4,0.4,-0.3,0.0024147941736315
1.5,0.2,0.1,-0.0069374160088131
1.4,0.3,-0.4,0.0018337181426846
1.2,0.6,0.1,0.0134391305599588
1.1,0.6,0.1,0.0138286400453516
1.3,0.6,0.1,0.0112813356113725
1.2,0.5,0.1,0.0036787392581393
1.2,0.6,0.0,0.0123884843920952
1.2,0.6,0.2,0.0084542753241441
1.4,0.4,0.4,-0.0034938843854086
1.2,0.4,0.4,-0.0012050900678369
1.3,0.5,-0.0,0.0087214394206934
1.0,0.4,-0.2,0.0129243570223553
1.4,0.6,0.4,-0.0016079622791527
1.4,0.6,-0.2,0.0058192379711855
1.1,0.6,0.2,0.0117165495585767
1.0,0.6,0.2,0.0165195989947178
1.1,0.5,0.2,0.0082566913229708
1.1,0.6,0.3,0.0119289587196228
0.8,0.5,0.2,0.0016261106891377
0.9,0.6,0.2,0.0103516526170915
1.0,0.5,0.2,0.0068416827391817
1.0,0.6,0.1,0.0160368702033404
1.0,0.6,0.3,0.0103798891800412
1.0,0.3,0.1,0.0084329057318878
0.9,0.6,-0.0,0.0145018141967655
0.7,0.6,0.3,0.0058420142163623
0.8,0.5,-0.0,0.0062429730055116
1.0,0.4,0.1,0.0109385545250928
1.1,0.6,0.5,0.0045467246257479
0.7,0.4,0.2,-0.0022803019454557
1.2,0.4,0.0,0.0080827159735868
1.0,0.4,0.5,-0.0053010232042526
1.1,0.5,0.4,0.000875907567609
1.3,0.6,0.0,0.0121830556521239
0.9,0.6,0.1,0.0106726205902376
1.3,0.3,-0.0,0.0080300298750824
1.1,0.5,-0.1,0.0140321756438761
0.8,0.6,0.0,0.0065020119084782
0.9,0.4,0.5,-0.0041623251216536
1.1,0.4,0.1,0.0083665986730837
0.9,0.6,0.5,0.0042154539770875
0.8,0.4,-0.1,0.0071395436185096
1.3,0.6,-0.1,0.0060737529557418
1.3,0.4,0.3,-0.000716044834742
0.9,0.6,0.3,0.0057173037906534
1.0,0.6,-0.0,0.0105884225833795
0.8,0.6,0.5,0.0021439676778499
0.8,0.5,0.4,0.0011361814877922
1.0,0.6,-0.1,0.0129075609147057
1.2,0.4,0.3,0.000845425866034
1.2,0.6,0.5,0.005325295410244
0.8,0.6,0.4,0.0015243660107858
1.3,0.6,0.3,0.0081708873388573
1.1,0.6,0.4,0.0049183145306911
1.1,0.5,0.3,0.0032220269236135
0.9,0.3,0.1,0.0025629234821539
1.3,0.4,0.0,0.0066577496347828
1.0,0.5,0.3,0.0082013125436841
