c1,c2,c3,reward
1.0,0.0,0.0,0.0012136033864642
0.9,0.0,0.0,0.0002692030039496
1.1,0.0,0.0,0.0021084370631449
1.0,-0.1,0.0,0.0013849612303969
1.0,0.1,0.0,0.0009823757433097
1.0,0.0,-0.1,-0.0002140529130391
1.0,0.0,0.1,0.0024522069290262
0.7,-0.2,0.4,0.0020272819872984
0.8,-0.2,0.4,0.0033217987955
0.7,-0.3,0.4,0.0023115273957074
0.7,-0.1,0.4,0.0016831671744475
0.7,-0.2,0.3,0.0014375950027174
0.7,-0.2,0.5,0.002427916560584
0.7,-0.5,0.6,0.0036468129326135
0.8,-0.5,0.6,0.0050602645159058
0.7,-0.6,0.6,0.0038628448134312
0.7,-0.4,0.6,0.0033709111815308
0.7,-0.5,0.5,0.0032681369338186
0.9,-0.2,0.6,0.0054365047441103
0.8,-0.2,0.6,0.0040627847872561
1.0,-0.2,0.6,0.0067606580539778
0.9,-0.3,0.6,0.0058255895077107
0.9,-0.1,0.6,0.0049875502107503
0.9,-0.2,0.5,0.0050961532559806
1.2,0.1,0.6,0.0077632962831671
1.1,0.1,0.6,0.0065284413541499
1.3,0.1,0.6,0.008948584669802
1.2,0.0,0.6,0.008322155645122
1.2,0.2,0.6,0.0071445670406384
1.2,0.1,0.5,0.0073968838546287
1.1,0.2,0.6,0.0059064337970215
1.3,0.0,0.6,0.0095041656787714
1.3,0.2,0.6,0.0083331337952064
1.3,0.1,0.5,0.0085177872340306
1.3,-0.1,0.5,0.0094576835805374
1.3,-0.1,0.6,0.0099998768116471
1.3,0.0,0.5,0.0090176703273964
1.2,-0.1,0.6,0.0088211451058654
1.3,-0.2,0.6,0.0104357184429927
1.1,-0.2,0.5,0.007566123287366
1.2,-0.2,0.6,0.0092602650152256
1.3,-0.3,0.6,0.0108116899589509
1.3,-0.2,0.5,0.0098378268405017
1.3,-0.5,0.6,0.0113840238758021
1.2,-0.5,0.6,0.0102184050520323
1.3,-0.6,0.6,0.0115803857607824
1.3,-0.4,0.6,0.0111277918385193
1.3,-0.5,0.5,0.010619038231258
1.3,-0.4,0.5,0.0104185042751141
1.2,-0.6,0.6,0.0104180454159214
1.3,-0.6,0.5,0.0107597024703001
1.2,-0.6,0.5,0.0096617466350976
1.3,-0.6,0.3,0.008551177499641
1.3,-0.6,0.4,0.009749966213261
1.1,-0.4,0.6,0.0087404312729027
1.2,-0.6,0.3,0.0075819919623817
1.2,-0.3,0.4,0.0082720530628468
